"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
" 1 Series",2017,13700,"Automatic",20574,"Diesel",145,70.6,2
" X1",2013,8100,"Manual",48532,"Diesel",160,51.4,2
" 2 Series",2015,9698,"Manual",60891,"Diesel",20,68.9,2
" 3 Series",2017,20999,"Semi-Auto",27500,"Diesel",145,56.5,3
" 3 Series",2017,19898,"Semi-Auto",30824,"Hybrid",140,134.5,2
" 3 Series",2020,29990,"Semi-Auto",9,"Diesel",145,50.4,2
" 3 Series",2019,23990,"Semi-Auto",8389,"Petrol",145,47.9,2
" 5 Series",2016,11799,"Automatic",97290,"Diesel",30,62.8,2
" X1",2016,16700,"Manual",30590,"Diesel",NA,60.1,2
" 5 Series",2019,33500,"Automatic",3402,"Diesel",145,60.1,3
" 4 Series",2017,19142,"Semi-Auto",24471,"Diesel",30,65.7,2
" 3 Series",2017,15698,"Semi-Auto",21545,"Petrol",150,54.3,1.5
" 2 Series",2019,22995,"Manual",10,"Petrol",145,42.8,1.5
" 3 Series",2018,17899,"Semi-Auto",40500,"Petrol",145,48.7,2
" X1",2019,29750,"Automatic",6695,NA,150,50.4,2
" 3 Series",2016,16886,"Automatic",24081,"Diesel",145,54.3,3
" 4 Series",2017,21998,"Automatic",13941,"Petrol",145,48.7,2
" X1",2017,17795,"Automatic",40787,"Diesel",125,57.6,2
" X1",2016,19850,"Semi-Auto",14542,"Diesel",125,60.1,2
" 2 Series",2014,11000,"Manual",37148,"Diesel",30,62.8,2
" 2 Series",2018,19491,"Automatic",7460,"Diesel",145,47.1,2
" X4",2016,21995,"Automatic",38900,"Diesel",145,54.3,2
" 5 Series",2019,27840,"Semi-Auto",3829,"Petrol",145,50.4,2
" X6",2019,59991,"Automatic",4509,"Diesel",145,34.9,3
" 3 Series",2019,29995,"Semi-Auto",1798,"Petrol",145,42.2,2
" X3",2019,32975,"Semi-Auto",2715,"Diesel",145,54.3,2
" 3 Series",2017,19000,"Automatic",19345,"Diesel",150,64.2,2
" 1 Series",2017,20491,"Manual",12000,"Petrol",150,36.2,3
" X1",2019,25990,"Semi-Auto",4357,"Diesel",145,60.1,2
" 5 Series",2017,22430,"Semi-Auto",11333,"Diesel",150,65.7,2
" X3",2016,21999,"Automatic",25291,"Diesel",145,54.3,2
" X1",2018,22950,"Automatic",14968,"Diesel",150,60.1,2
" X6",2018,36480,"Automatic",9135,"Diesel",145,47.1,3
" M5",2019,61797,"Semi-Auto",4419,"Petrol",145,26.9,4.4
" 1 Series",2013,9995,"Manual",59995,"Diesel",30,62.8,2
" 2 Series",2015,13700,"Automatic",52541,"Diesel",125,57.6,2
" 1 Series",2019,28975,"Semi-Auto",7110,"Petrol",150,34.5,2
" X3",2016,16295,"Automatic",81050,"Diesel",150,54.3,2
" 6 Series",2015,23552,"Semi-Auto",26797,"Diesel",160,49.6,3
" 3 Series",2019,24998,"Semi-Auto",11904,"Diesel",145,60.1,2
" 2 Series",2019,20980,"Manual",101,"Petrol",145,NA,1.5
" 1 Series",2016,10500,"Manual",34775,"Petrol",125,53.3,1.5
" 3 Series",2014,13891,"Semi-Auto",28173,"Diesel",125,58.9,2
" 3 Series",2019,34370,"Automatic",123,"Diesel",145,50.4,2
" 4 Series",2019,27990,"Semi-Auto",1000,"Diesel",145,56.5,3
" M4",2020,50000,"Semi-Auto",700,"Petrol",145,34,3
" 1 Series",2017,21880,"Automatic",25611,"Petrol",145,39.8,3
" 1 Series",2019,28500,"Semi-Auto",9058,"Diesel",150,51.4,2
" 3 Series",2019,34990,"Automatic",7250,"Diesel",145,49.6,2
" 1 Series",2016,14066,"Manual",19023,"Diesel",20,68.9,2
" 1 Series",2017,11999,"Manual",32140,"Diesel",145,72.4,1.5
" 3 Series",2013,7499,"Manual",112000,"Diesel",20,68.9,2
" 5 Series",2016,18250,"Automatic",17000,"Diesel",125,60.1,2
" 4 Series",2019,25400,"Semi-Auto",7398,"Petrol",145,48.7,2
" 1 Series",2018,17595,"Semi-Auto",26268,"Petrol",145,47.9,2
" 4 Series",2015,14000,"Automatic",58900,"Diesel",30,65.7,2
" 3 Series",2018,18480,"Automatic",24043,"Diesel",145,64.2,2
" 1 Series",2014,9290,"Automatic",44446,"Diesel",20,68.9,2
" 3 Series",2019,30995,"Semi-Auto",1000,"Diesel",145,49.6,2
" 2 Series",2020,31995,"Semi-Auto",1000,"Diesel",145,62.8,2
" 8 Series",2019,62995,"Automatic",5883,"Petrol",145,NA,3
" 1 Series",2016,13950,"Semi-Auto",54205,"Diesel",20,68.9,1.5
" 2 Series",2018,20000,"Automatic",18673,"Diesel",145,47.1,2
" 2 Series",2016,11000,"Manual",79060,"Diesel",30,64.2,2
" 2 Series",2016,13400,"Manual",35437,"Diesel",30,64.2,2
" 1 Series",2017,10800,"Manual",60281,"Diesel",20,70.6,1.5
" 1 Series",2019,24480,"Semi-Auto",8026,"Diesel",145,53.3,2
" 2 Series",2017,15998,"Semi-Auto",30330,"Diesel",145,64.2,2
" 4 Series",2018,22440,"Semi-Auto",18501,"Petrol",145,48.7,2
" 7 Series",2017,52950,"Automatic",22000,"Petrol",150,22.1,6.6
" 3 Series",2006,14500,"Automatic",20000,"Petrol",540,28.8,2.2
" X5",2019,63320,"Automatic",123,"Diesel",145,33.6,3
" 3 Series",2019,21998,"Semi-Auto",7237,"Diesel",145,NA,2
" X2",2020,27500,"Semi-Auto",10,"Petrol",150,39.2,2
" 1 Series",2017,15391,"Semi-Auto",25131,"Petrol",145,55.5,1.5
" 1 Series",2016,14250,"Manual",40000,"Petrol",125,52.3,1.5
" 3 Series",2019,28500,"Automatic",5109,"Petrol",150,42.2,2
" 3 Series",2019,36532,"Semi-Auto",318,"Petrol",150,40.4,2
" 1 Series",2017,19498,"Manual",25163,"Petrol",145,36.2,3
" M5",2015,24310,"Semi-Auto",42932,"Petrol",555,28.5,4.4
" X2",2019,28608,"Automatic",123,"Diesel",145,50.4,2
" 1 Series",2017,16995,"Automatic",19654,"Petrol",145,54.3,1.5
" 3 Series",2016,14500,"Automatic",55927,"Diesel",30,62.8,2
" 3 Series",2020,29999,"Semi-Auto",9,"Diesel",145,50.4,2
" 3 Series",2019,29754,"Semi-Auto",8853,"Diesel",145,52.3,2
" 1 Series",2019,24142,"Semi-Auto",16000,"Petrol",145,39.8,3
" 1 Series",2015,9700,"Manual",48258,"Diesel",30,65.7,2
" 3 Series",2019,29990,"Manual",16,"Diesel",150,54.3,2
" 4 Series",2014,14999,"Semi-Auto",15056,"Petrol",160,44.8,2
" 3 Series",2015,8697,"Manual",73785,"Diesel",30,61.4,2
" 2 Series",2016,16181,"Manual",28895,"Diesel",125,60.1,2
" 1 Series",2019,17480,"Manual",5230,"Diesel",145,68.9,2
" 4 Series",2014,11870,"Semi-Auto",77209,"Diesel",125,60.1,2
" 3 Series",2019,22998,"Semi-Auto",6000,"Petrol",145,48.7,2
" 3 Series",2017,19192,"Semi-Auto",18014,"Diesel",150,60.1,2
" 3 Series",2019,24300,"Semi-Auto",8000,"Petrol",150,44.8,2
" 3 Series",2018,22875,"Semi-Auto",8973,"Petrol",145,47.9,2
" 3 Series",2017,18499,"Automatic",10501,"Hybrid",135,148.7,2
" 3 Series",2018,17998,"Semi-Auto",19950,"Diesel",145,65.7,2
" Z4",2020,31350,"Automatic",111,"Petrol",145,38.7,2
" 4 Series",2015,15450,"Automatic",67000,"Diesel",30,65.7,2
" 6 Series",2013,17339,"Automatic",52635,"Diesel",160,49.6,3
" 3 Series",2013,9985,"Manual",75561,"Diesel",20,68.9,2
" X1",2017,16995,"Manual",19980,"Diesel",20,68.9,2
" 3 Series",2017,15500,"Manual",32068,"Diesel",30,64.2,2
" 5 Series",2014,11200,"Automatic",67068,"Diesel",125,57.6,2
" 4 Series",2014,12499,"Automatic",80450,"Diesel",145,56.5,2
" 7 Series",2017,35495,"Semi-Auto",14550,"Petrol",145,35.3,4.4
" 1 Series",2017,16790,"Manual",15468,"Petrol",145,46.3,2
" 3 Series",2017,15800,"Manual",28588,"Petrol",145,45.6,2
" X1",2016,19158,"Automatic",13090,"Petrol",160,44.8,2
" 4 Series",2017,19250,"Semi-Auto",14500,"Petrol",145,48.7,2
" 3 Series",2017,20998,"Semi-Auto",26252,"Diesel",145,51.4,3
" 5 Series",2019,34900,"Semi-Auto",9854,"Diesel",145,53.3,3
" 1 Series",2019,17800,"Manual",7218,"Petrol",150,52.3,1.5
" 2 Series",2019,24160,"Semi-Auto",2404,"Diesel",145,65.7,2
" 1 Series",2016,13800,"Automatic",11510,"Diesel",20,70.6,2
" M4",2019,41986,"Automatic",144,"Petrol",145,34,3
" X3",2018,28950,"Automatic",13200,"Petrol",150,30.4,2
" 1 Series",2019,21480,"Semi-Auto",7796,"Petrol",145,47.9,2
" 3 Series",2018,24991,"Semi-Auto",5243,"Diesel",145,56.5,3
" 3 Series",2019,32990,"Automatic",9892,"Diesel",145,48.7,2
" 3 Series",2018,18495,"Semi-Auto",26231,"Diesel",145,64.2,2
" 1 Series",2016,12599,"Manual",29752,"Diesel",20,70.6,1.5
" X2",2020,24990,"Semi-Auto",10,"Diesel",145,47.9,2
" 4 Series",2019,24995,"Automatic",6963,"Diesel",145,65.7,2
" 1 Series",2019,18990,"Manual",6615,"Diesel",145,70.6,1.5
" 5 Series",2019,30980,"Semi-Auto",2215,"Hybrid",135,156.9,2
" M3",2010,17650,"Manual",81000,"Petrol",570,22.8,4
" 2 Series",2019,23995,"Semi-Auto",2279,"Diesel",150,65.7,2
" 1 Series",2013,11497,"Manual",72000,"Petrol",305,35.3,3
" 2 Series",2017,18999,"Semi-Auto",25244,"Diesel",145,65.7,2
" 2 Series",2015,10295,"Manual",102900,"Diesel",30,64.2,2
" 1 Series",2016,9900,"Manual",44008,"Diesel",0,83.1,1.5
" 7 Series",2017,31250,"Automatic",27791,"Diesel",145,53.3,3
" X3",2020,37495,"Automatic",4500,"Diesel",145,54.3,2
" 3 Series",2019,23775,"Semi-Auto",2359,"Petrol",145,47.9,2
" 5 Series",2016,14495,"Semi-Auto",51700,"Diesel",30,65.7,2
" 2 Series",2015,13500,"Manual",24621,"Petrol",145,47.9,2
" 3 Series",2016,15701,"Semi-Auto",59737,"Diesel",145,53.3,3
" 2 Series",2018,20990,"Semi-Auto",13268,"Petrol",145,47.9,2
" 1 Series",2019,24995,"Manual",1501,"Petrol",145,41.5,1.5
" 2 Series",2017,22152,"Semi-Auto",27169,"Petrol",200,39.8,3
" 1 Series",2017,11861,"Manual",23268,"Diesel",0,78.5,1.5
" 1 Series",2015,14498,"Manual",25640,"Diesel",30,62.8,2
" 1 Series",2016,9100,"Manual",54596,"Diesel",0,83.1,1.5
" 1 Series",2019,23500,"Semi-Auto",11128,"Petrol",150,39.8,3
" M4",2016,29998,"Semi-Auto",26363,"Petrol",305,34,3
" 5 Series",2016,11000,"Automatic",100170,"Diesel",20,68.9,2
" X1",2018,24472,"Semi-Auto",11253,"Diesel",145,60.1,2
" X3",2019,31995,"Semi-Auto",11,"Petrol",145,31.4,2
" X1",2019,24850,"Automatic",9784,"Diesel",145,60.1,2
" 1 Series",2020,21940,"Manual",514,"Petrol",145,44.1,1.5
" 3 Series",2013,10480,"Manual",36494,"Diesel",20,68.9,2
" 6 Series",2016,21795,"Automatic",27483,"Diesel",200,49.6,3
" 4 Series",2016,17300,"Automatic",32837,"Diesel",30,65.7,2
" 4 Series",2019,29631,"Automatic",123,"Diesel",145,65.7,2
" 1 Series",2016,9899,"Manual",47325,"Diesel",0,83.1,1.5
" 1 Series",2016,13780,"Manual",29993,"Diesel",20,70.6,1.5
" 1 Series",2017,18471,"Semi-Auto",8500,"Petrol",150,47.9,2
" 6 Series",2016,22798,"Semi-Auto",19366,"Petrol",260,36.7,3
" 4 Series",2016,16000,"Automatic",39708,"Diesel",30,65.7,2
" M6",2016,35898,"Semi-Auto",26642,"Petrol",555,28.5,4.4
" 4 Series",2016,17940,"Automatic",27069,"Petrol",165,45.6,2
" X2",2019,27950,"Semi-Auto",7946,"Diesel",150,58.9,2
" 4 Series",2015,10195,"Automatic",110720,"Diesel",125,61.4,2
" X3",2018,29498,"Semi-Auto",23206,"Diesel",150,48.7,3
" 3 Series",2017,19875,"Semi-Auto",16456,"Petrol",145,46.3,2
" 1 Series",2016,19498,"Semi-Auto",33043,"Petrol",200,39.8,3
" 3 Series",2013,9490,"Automatic",46000,"Petrol",145,47.9,1.6
" 3 Series",2016,18490,"Semi-Auto",15634,"Diesel",125,57.6,2
" 2 Series",2017,15995,"Semi-Auto",26652,"Diesel",20,68.9,2
" 1 Series",2018,13425,"Manual",22045,"Petrol",150,53.3,1.5
" 3 Series",2018,17488,"Manual",29384,"Petrol",145,47.9,2
" 3 Series",2019,33910,"Automatic",123,"Diesel",145,50.4,2
" 5 Series",2016,16600,"Automatic",21166,"Diesel",30,62.8,2
" Z4",2020,30990,"Semi-Auto",10,"Petrol",145,38.7,2
" i3",2017,21490,"Automatic",26139,"Hybrid",135,470.8,NA
" 5 Series",2019,28850,"Automatic",1565,"Diesel",145,60.1,2
" X1",2012,5994,"Manual",130000,"Diesel",165,51.4,2
" 4 Series",2019,23480,"Automatic",6771,"Petrol",145,48.7,2
" 3 Series",2016,19995,"Semi-Auto",34110,"Diesel",160,51.4,3
" 3 Series",2017,21299,"Automatic",19351,"Diesel",145,51.4,3
" M4",2019,41945,"Semi-Auto",12,"Petrol",145,34,3
" 5 Series",2017,22000,"Automatic",38002,"Diesel",145,60.1,2
" 3 Series",2019,30552,"Semi-Auto",6294,"Diesel",145,52.3,2
" 3 Series",2018,20998,"Semi-Auto",28180,"Petrol",145,48.7,2
" X5",2019,46991,"Semi-Auto",7260,"Diesel",145,37.7,3
" X5",2019,48090,"Automatic",123,"Diesel",145,36.7,3
" 1 Series",2019,22890,"Manual",10927,"Petrol",150,41.5,1.5
" 1 Series",2019,20950,"Automatic",5573,"Diesel",145,65.7,2
" 4 Series",2019,28995,"Semi-Auto",10000,"Diesel",145,65.7,2
" X3",2019,33988,"Automatic",7765,"Diesel",145,54.3,2
" 1 Series",2017,12400,"Manual",19454,"Diesel",145,72.4,1.5
" 3 Series",2019,31990,"Automatic",9850,"Diesel",145,52.3,2
" 4 Series",2020,29500,"Semi-Auto",10,"Petrol",145,48.7,2
" X3",2019,36995,"Automatic",3500,"Diesel",145,54.3,2
" X6",2019,58988,"Automatic",5000,"Petrol",145,26.4,3
" 4 Series",2018,20590,"Semi-Auto",17000,"Petrol",150,48.7,2
" 4 Series",2016,19737,"Semi-Auto",29958,"Diesel",30,65.7,2
" 5 Series",2020,30995,"Semi-Auto",1000,"Diesel",145,65.7,2
" 1 Series",2016,12950,"Manual",52647,"Diesel",30,65.7,2
" 5 Series",2020,26990,"Semi-Auto",11,"Petrol",145,52.3,2
" X2",2020,28995,"Semi-Auto",10,"Diesel",145,58.9,2
" 2 Series",2015,5895,"Manual",133670,"Diesel",20,68.9,2
" 2 Series",2020,26988,"Automatic",5000,"Petrol",145,47.9,2
" 1 Series",2013,9000,"Automatic",24000,"Petrol",205,40.9,2
" 3 Series",2015,11490,"Manual",26000,"Diesel",30,67.3,2
" 1 Series",2007,1500,"Manual",167000,"Diesel",125,57.6,2
" 6 Series",2016,19999,"Automatic",41963,"Diesel",160,51.4,3
" 4 Series",2016,18100,"Automatic",39891,"Diesel",145,53.3,3
" 1 Series",2016,11675,"Manual",28637,"Petrol",125,53.3,1.5
" X5",2017,34990,"Automatic",18000,"Diesel",200,47.1,3
" X2",2019,28490,"Semi-Auto",4161,"Diesel",145,58.9,2
" 2 Series",2020,25995,"Semi-Auto",1000,"Petrol",145,40.9,1.5
" 4 Series",2017,17920,"Manual",22956,"Diesel",30,62.8,2
" 4 Series",2019,30888,"Automatic",3309,"Diesel",145,60.1,2
" 5 Series",2017,28735,"Semi-Auto",21638,"Diesel",150,53.3,3
" 5 Series",2016,14250,"Automatic",36099,"Diesel",20,68.9,2
" X1",2017,15300,"Manual",55426,"Diesel",125,58.9,2
" 3 Series",2019,24498,"Semi-Auto",14897,"Diesel",145,52.3,2
" 5 Series",2016,14950,"Automatic",49650,"Diesel",30,62.8,2
" 3 Series",2017,18000,"Automatic",12099,"Diesel",145,64.2,2
" 3 Series",2019,37995,"Semi-Auto",3437,"Petrol",145,41.5,2
" 3 Series",2014,15680,"Semi-Auto",64260,"Diesel",165,52.3,3
" 1 Series",2017,13899,"Manual",19300,"Diesel",20,70.6,1.5
" 1 Series",2015,10499,"Manual",60000,"Diesel",20,70.6,1.5
" 4 Series",2016,24490,"Semi-Auto",8814,"Diesel",160,50.4,3
" 3 Series",2019,33994,"Semi-Auto",296,"Diesel",145,49.6,2
" 4 Series",2019,24980,"Semi-Auto",6917,"Diesel",145,65.7,2
" 7 Series",2019,42990,"Semi-Auto",9931,"Diesel",145,44.1,3
" 3 Series",2014,11399,"Automatic",41700,"Diesel",125,58.9,2
" 3 Series",2010,5490,"Manual",77523,"Diesel",30,62.8,2
" 2 Series",2016,16995,"Semi-Auto",37573,"Diesel",145,55.4,2
" 2 Series",2017,19995,"Semi-Auto",20496,"Petrol",30,55.4,1.5
" 1 Series",2015,16300,"Manual",34271,"Petrol",300,35.3,3
" 1 Series",2015,8990,"Manual",47000,"Petrol",125,53.3,1.5
" 5 Series",2017,22199,"Automatic",21319,"Diesel",145,62.8,2
" 4 Series",2014,8500,"Manual",141300,"Diesel",125,58.9,2
" 1 Series",2015,13491,"Semi-Auto",38436,"Diesel",125,60.1,2
" 5 Series",2017,30000,"Semi-Auto",11086,"Diesel",145,53.3,3
" 3 Series",2020,34000,"Semi-Auto",1595,"Diesel",145,50.4,2
" M5",2016,35995,"Automatic",39200,"Petrol",555,28.5,4.4
" 4 Series",2016,18000,"Semi-Auto",36660,"Diesel",125,58.9,2
" 3 Series",2013,9943,"Manual",52438,"Diesel",125,60.1,2
" 2 Series",2019,28861,"Automatic",123,"Petrol",145,39.8,3
" 1 Series",2019,16450,"Manual",7169,"Diesel",145,72.4,1.5
" X2",2019,25980,"Semi-Auto",6521,"Petrol",145,39.2,2
" 2 Series",2018,15700,"Manual",6889,"Petrol",145,57.6,1.5
" X1",2019,26480,"Semi-Auto",3737,"Petrol",150,48.7,2
" X5",2013,19948,"Automatic",43000,"Diesel",305,38.2,3
" 3 Series",2019,35490,"Semi-Auto",10130,"Diesel",145,44.1,3
" 3 Series",2020,26999,"Semi-Auto",570,"Petrol",150,43.5,2
" 5 Series",2016,13600,"Automatic",64598,"Diesel",30,62.8,2
" X5",2019,46875,"Semi-Auto",10834,"Diesel",145,37.7,3
" 4 Series",2017,20000,"Automatic",14282,"Petrol",145,48.7,2
" 5 Series",2013,8500,"Automatic",100400,"Diesel",125,57.6,2
" i3",2017,19495,"Automatic",17338,"Hybrid",135,470.8,NA
" 1 Series",2014,9990,"Manual",48165,"Diesel",30,64.2,2
" 3 Series",2016,13199,"Manual",42170,"Diesel",30,67.3,2
" X2",2019,34910,"Semi-Auto",4577,"Petrol",145,39.2,2
" 5 Series",2014,13541,"Automatic",67000,"Diesel",145,55.4,2
" 3 Series",2019,26450,"Manual",3055,"Diesel",145,54.3,2
" 3 Series",2014,11295,"Automatic",52117,"Diesel",30,62.8,2
" X3",2016,19200,"Automatic",46837,"Diesel",200,47.9,3
" 3 Series",2013,11950,"Semi-Auto",88000,"Diesel",125,57.6,3
" X2",2019,28988,"Automatic",9401,"Diesel",145,58.9,2
" 3 Series",2017,17488,"Automatic",15537,"Diesel",30,64.2,2
" 5 Series",2015,9899,"Manual",83643,"Diesel",125,60.1,2
" 3 Series",2012,8450,"Manual",79480,"Diesel",125,58.9,2
" 3 Series",2013,12299,"Automatic",43425,"Diesel",125,57.6,3
" Z3",1999,3995,"Manual",51949,"Petrol",255,35.3,1.9
" 3 Series",2015,17990,"Automatic",27369,"Diesel",160,51.4,3
" X1",2016,13750,"Manual",32776,"Diesel",20,68.9,2
" X1",2019,28780,"Manual",1000,"Diesel",145,48.7,2
" X2",2018,25950,"Automatic",10429,"Diesel",145,58.9,2
" X5",2019,46996,"Automatic",6891,"Diesel",145,37.7,3
" X1",2017,19991,"Semi-Auto",19396,"Petrol",160,44.8,2
" X5",2019,46875,"Semi-Auto",8318,"Diesel",145,37.7,3
" X3",2019,37830,"Automatic",123,"Diesel",145,54.3,2
" 2 Series",2019,23159,"Automatic",123,"Petrol",145,50.4,1.5
" 5 Series",2019,34888,"Automatic",948,"Diesel",145,55.4,2
" 1 Series",2016,11499,"Manual",27199,"Diesel",0,83.1,1.5
" 2 Series",2018,20981,"Manual",15674,"Petrol",150,47.1,1.5
" 3 Series",2019,25480,"Semi-Auto",5673,"Diesel",145,57.7,2
" 5 Series",2014,10675,"Automatic",64221,"Diesel",30,62.8,2
" X3",2015,15490,"Automatic",74000,"Diesel",145,54.3,2
" 1 Series",2015,9750,"Manual",48534,"Diesel",20,72.4,1.5
" 2 Series",2019,24790,"Semi-Auto",2567,"Diesel",145,48.7,2
" 5 Series",2019,31990,"Semi-Auto",14585,"Hybrid",135,156.9,2
" 5 Series",2019,29982,"Semi-Auto",3635,NA,145,47.9,2
" 3 Series",2018,19125,"Semi-Auto",23369,"Diesel",145,64.2,2
" 1 Series",2017,16770,"Automatic",22848,"Petrol",145,47.9,2
" 3 Series",2017,10900,"Automatic",78345,"Diesel",0,74.3,2
" 2 Series",2017,11800,"Manual",31601,"Diesel",150,74.3,1.5
" M2",2019,42351,"Semi-Auto",1797,"Petrol",145,29.1,3
" M4",2017,29991,"Semi-Auto",60584,"Petrol",150,34,3
" 3 Series",2017,20990,"Semi-Auto",19842,"Diesel",160,51.4,3
" 3 Series",2017,13298,"Semi-Auto",60406,"Diesel",145,74.3,2
" 4 Series",2018,21782,"Semi-Auto",16701,"Diesel",145,65.7,2
" 4 Series",2017,18000,"Automatic",63197,"Diesel",160,49.6,3
" 1 Series",2018,14491,"Semi-Auto",28542,"Diesel",150,48.7,1.5
" 3 Series",2019,25750,"Semi-Auto",10568,"Diesel",145,52.3,2
" 4 Series",2016,19480,"Semi-Auto",52783,"Petrol",235,38.2,3
" 2 Series",2019,30000,"Semi-Auto",5555,"Petrol",145,38.2,3
" 3 Series",2016,17995,"Semi-Auto",56327,"Diesel",145,53.3,3
" X3",2019,30990,"Semi-Auto",20423,"Petrol",145,30.4,2
" 2 Series",2017,16172,"Manual",13357,"Diesel",20,74.3,1.5
" 3 Series",2019,26480,"Manual",2236,"Diesel",145,54.3,2
" M4",2019,43950,"Semi-Auto",19,"Petrol",145,34,3
" 1 Series",2014,12800,"Manual",10503,"Petrol",145,50.4,1.6
" 3 Series",2014,12890,"Semi-Auto",52106,"Diesel",30,62.8,2
" X4",2017,22670,"Automatic",41543,"Diesel",150,54.3,2
" 3 Series",2018,18990,"Automatic",42967,"Petrol",150,48.7,2
" 3 Series",2009,4890,"Manual",125000,"Petrol",240,39.8,3
" 3 Series",2014,12295,"Manual",56300,"Diesel",125,58.9,2
" 1 Series",2018,15291,"Manual",16891,"Petrol",150,53.3,1.5
" 3 Series",2019,31450,"Semi-Auto",4618,"Diesel",150,52.3,2
" 2 Series",2016,16950,"Semi-Auto",47385,"Petrol",160,47.1,2
" 6 Series",2016,26420,"Semi-Auto",29403,"Petrol",260,35.8,3
" X5",2018,34995,"Automatic",26107,"Hybrid",135,85.6,2
" 3 Series",2017,17901,"Semi-Auto",16965,"Petrol",145,46.3,2
" 1 Series",2019,16440,"Manual",13461,"Diesel",145,72.4,1.5
" X1",2017,18995,"Semi-Auto",26249,"Petrol",160,44.8,2
" X1",2019,25450,"Semi-Auto",6908,"Petrol",145,40.9,1.5
" 1 Series",2016,8990,"Manual",45000,"Diesel",20,72.4,1.5
" 5 Series",2019,38050,"Semi-Auto",2269,"Diesel",145,51.4,3
" 3 Series",2015,11699,"Manual",42831,"Diesel",20,68.9,2
" X2",2019,29770,"Automatic",123,"Diesel",145,48.7,2
" X4",2014,16700,"Manual",44678,"Diesel",160,52.3,2
" i3",2017,17600,"Automatic",50867,"Other",135,470.8,0.6
" 3 Series",2020,22950,"Manual",11,"Diesel",145,58.9,2
" 3 Series",2019,23164,"Semi-Auto",7749,"Diesel",145,64.2,2
" 3 Series",2019,34995,"Semi-Auto",2000,"Diesel",145,47.9,3
" M5",2019,68930,"Automatic",123,"Petrol",145,26.9,4.4
" 3 Series",2015,11999,"Automatic",29595,"Diesel",30,62.8,2
" 5 Series",2019,32499,"Automatic",9222,"Diesel",145,65.7,2
" X3",2016,22450,"Semi-Auto",22699,"Diesel",200,47.9,3
" X1",2016,15500,"Semi-Auto",52061,"Diesel",30,65.7,2
" 5 Series",2017,16600,"Automatic",37139,"Diesel",125,60.1,2
" X5",2019,49980,"Automatic",6277,"Diesel",145,37.7,3
" X1",2017,21312,"Automatic",11253,"Diesel",125,57.6,2
" X3",2017,28562,"Semi-Auto",14557,"Diesel",145,47.9,3
" X2",2019,21400,"Automatic",11151,"Petrol",145,40.4,2
" 3 Series",2013,10998,"Manual",44602,"Diesel",30,61.4,2
" 3 Series",2019,20966,"Automatic",9582,"Petrol",145,48.7,2
" 3 Series",2019,33580,"Automatic",2856,"Diesel",145,47.9,3
" X4",2015,17399,"Manual",70601,"Diesel",160,52.3,2
" 3 Series",2019,32999,"Automatic",4418,NA,145,49.6,2
" 3 Series",2019,27750,"Automatic",4879,"Petrol",150,41.5,2
" 3 Series",2017,19498,"Semi-Auto",56785,"Diesel",145,51.4,3
" 4 Series",2017,16750,"Manual",24882,"Petrol",145,46.3,2
" 2 Series",2016,14990,"Semi-Auto",16685,"Petrol",125,53.3,1.5
" 2 Series",2018,17995,"Semi-Auto",17421,"Diesel",145,60.1,2
" 5 Series",2018,21940,"Automatic",53519,"Other",135,156.9,2
" X4",2020,43898,"Semi-Auto",2679,"Petrol",145,26.9,3
" 3 Series",2017,13995,"Semi-Auto",32871,"Diesel",145,68.9,2
" 1 Series",2016,12990,"Semi-Auto",25843,"Petrol",30,55.5,1.5
" 2 Series",2020,26995,"Semi-Auto",10,"Petrol",145,42.2,1.5
" 1 Series",2017,21990,"Automatic",13905,"Petrol",145,39.8,3
" 5 Series",2019,28836,"Automatic",2891,"Diesel",145,60.1,2
" 4 Series",2019,24980,"Semi-Auto",1652,"Diesel",145,65.7,2
" 1 Series",2019,17250,"Manual",11699,"Petrol",145,53.3,1.5
" X1",2012,7985,"Automatic",82570,"Diesel",150,56.5,2
" 2 Series",2019,21950,"Manual",2639,"Diesel",145,64.2,2
" 3 Series",2016,18988,"Automatic",32722,"Hybrid",0,134.5,2
" 1 Series",2017,21495,"Semi-Auto",33311,"Petrol",200,39.8,3
" X3",2011,11940,"Automatic",72000,"Diesel",165,50.4,2
" 1 Series",2019,19980,"Manual",2557,"Petrol",145,44.1,1.5
" 2 Series",2019,21480,"Semi-Auto",11,"Petrol",145,50.4,1.5
" 3 Series",2015,14450,"Automatic",47288,"Diesel",30,62.8,2
" 3 Series",2017,14998,"Manual",13309,"Petrol",150,48.7,2
" 5 Series",2018,28998,"Semi-Auto",26471,"Petrol",150,39.2,3
" X1",2017,12700,"Manual",62344,"Diesel",150,68.9,2
" 2 Series",2015,11499,"Manual",48937,"Diesel",30,62.8,2
" Z4",2019,28450,"Semi-Auto",5340,"Petrol",145,38.2,2
" 2 Series",2020,23380,"Semi-Auto",666,"Diesel",145,51.4,2
" 1 Series",2017,19995,"Manual",25645,"Petrol",260,36.2,3
" 5 Series",2019,29000,"Semi-Auto",4727,"Diesel",145,62.8,2
" 4 Series",2019,30532,"Automatic",8402,"Petrol",145,41.5,3
" 1 Series",2016,16990,"Manual",24618,"Petrol",300,35.3,3
" 1 Series",2016,11350,"Manual",44000,"Diesel",20,72.4,1.5
" 1 Series",2019,15989,"Automatic",7880,"Petrol",145,55.5,1.5
